repo_path,title,date,channel_id,channel,permalink,provenance,destination
set-topics/adding-coastline-foam-to-the-basematerial-1.md,adding coastline foam to the base.material,2025-02-02,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1335697355772792914,legacy,staging/v1-quarantine/recent-legacy/adding-coastline-foam-to-the-basematerial-1.md
set-topics/adding-coastline-foam-to-the-basematerial.md,adding coastline foam to the base.material,2025-02-02,850913821827792940,general,https://discord.com/channels/850913821240983553/850913821827792940/1335696945288843284,legacy,staging/v1-quarantine/recent-legacy/adding-coastline-foam-to-the-basematerial.md
set-topics/adjusting-snow-or-sand-depth.md,ADJUSTING SNOW (or SAND) DEPTH,2023-07-31,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1135487259781632093,legacy,staging/v1-quarantine/adjusting-snow-or-sand-depth.md
set-topics/adjusting-volume-smoke-height.md,ADJUSTING VOLUME SMOKE HEIGHT,2023-10-12,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1161946500415377448,legacy,staging/v1-quarantine/adjusting-volume-smoke-height.md
set-topics/avoid-or-filter-interaction-with-skeletal-meshes.md,AVOID or FILTER INTERACTION WITH SKELETAL MESHES,2021-07-15,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/865102419817136138,legacy,staging/v1-quarantine/avoid-or-filter-interaction-with-skeletal-meshes.md
set-topics/avoiding-rendertarget-conflict.md,AVOIDING RENDERTARGET CONFLICT,2021-09-09,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/885512724958834708,legacy,staging/v1-quarantine/avoiding-rendertarget-conflict.md
set-topics/buoyancy.md,BUOYANCY,2022-09-30,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1025315719770017802,legacy,staging/v1-quarantine/buoyancy.md
set-topics/cartoony-look.md,CARTOONY LOOK,2023-08-05,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1137495275997495367,legacy,staging/v1-quarantine/cartoony-look.md
set-topics/caustics-vs-ue5.md,CAUSTICS vs UE5,2022-10-28,850913821827792940,general,https://discord.com/channels/850913821240983553/850913821827792940/1035571642363023411,legacy,staging/v1-quarantine/caustics-vs-ue5.md
set-topics/character-fx-quickstarter.md,CHARACTER FX QUICKSTARTER,2022-07-18,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/998576657705209936,legacy,staging/v1-quarantine/character-fx-quickstarter.md
set-topics/child-actor.md,CHILD ACTOR,2022-07-22,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/999852737061720125,legacy,staging/v1-quarantine/child-actor.md
set-topics/coastlines-riverbanks.md,"COASTLINES, RIVERBANKS",2024-02-07,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1204727485716107295,legacy,staging/v1-quarantine/coastlines-riverbanks.md
set-topics/collision-points-vs-shapes.md,COLLISION --- POINTS vs SHAPES,2021-08-25,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/880205778466791475,legacy,staging/v1-quarantine/collision-points-vs-shapes.md
set-topics/copy-pasting-ninja.md,COPY-PASTING NINJA,2021-10-15,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/898461977398108170,legacy,staging/v1-quarantine/copy-pasting-ninja.md
set-topics/defining-custom-sim-area-shape-collision-masking-vs-negative.md,DEFINING CUSTOM SIM AREA SHAPE: COLLISION MASKING vs NEGATIVE BRUSH,2021-07-15,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/865103604758478860,legacy,staging/v1-quarantine/defining-custom-sim-area-shape-collision-masking-vs-negative.md
set-topics/driving-fluidsim-with-particles.md,DRIVING FLUIDSIM WITH PARTICLES,2021-07-25,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/868941416355758081,legacy,staging/v1-quarantine/driving-fluidsim-with-particles.md
set-topics/driving-niagara-particles.md,DRIVING NIAGARA PARTICLES,2021-08-23,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/879278053765836800,legacy,staging/v1-quarantine/driving-niagara-particles.md
set-topics/driving-objects-with-sim-velocity.md,DRIVING OBJECTS WITH SIM VELOCITY,2021-10-12,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/897500010072133733,legacy,staging/v1-quarantine/driving-objects-with-sim-velocity.md
set-topics/duplicating-setups-and-making-prefabs.md,DUPLICATING SETUPS and MAKING PREFABS,2024-01-30,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1201828059813265428,legacy,staging/v1-quarantine/duplicating-setups-and-making-prefabs.md
set-topics/dynamic-asset-loading.md,DYNAMIC ASSET LOADING,2021-07-09,850913821827792940,general,https://discord.com/channels/850913821240983553/850913821827792940/863172491626676274,legacy,staging/v1-quarantine/dynamic-asset-loading.md
set-topics/dynamically-rescaling-a-volumesmoke-container.md,DYNAMICALLY RESCALING A VOLUMESMOKE CONTAINER,2021-08-01,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/871485932115722251,legacy,staging/v1-quarantine/dynamically-rescaling-a-volumesmoke-container.md
set-topics/embedding-volumesmoke-to-ninjalive-bp.md,EMBEDDING VOLUMESMOKE TO NINJALIVE BP,2021-07-27,850926358196125726,ninjalive-issues,https://discord.com/channels/850913821240983553/850926358196125726/869478943999275018,legacy,staging/v1-quarantine/embedding-volumesmoke-to-ninjalive-bp.md
set-topics/engine-upgrade-vs-ninja-upgrade.md,ENGINE UPGRADE vs NINJA UPGRADE,2024-01-23,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1199347774643249215,legacy,staging/v1-quarantine/engine-upgrade-vs-ninja-upgrade.md
set-topics/explaining-volume-concepts.md,EXPLAINING VOLUME CONCEPTS,2024-03-15,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1218224762929545286,legacy,staging/v1-quarantine/explaining-volume-concepts.md
set-topics/foliage.md,FOLIAGE,2022-07-08,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/994861969842642944,legacy,staging/v1-quarantine/foliage.md
set-topics/forward-rendering.md,FORWARD RENDERING,2021-07-11,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/863749905406623785,legacy,staging/v1-quarantine/forward-rendering.md
set-topics/global-ground-fog.md,GLOBAL GROUND FOG,2021-08-06,850913821827792940,general,https://discord.com/channels/850913821240983553/850913821827792940/873322846045237268,legacy,staging/v1-quarantine/global-ground-fog.md
set-topics/global-vs-local.md,GLOBAL vs LOCAL,2021-10-16,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/899019212759117854,legacy,staging/v1-quarantine/global-vs-local.md
set-topics/global.md,Global,2022-07-05,850913821827792940,general,https://discord.com/channels/850913821240983553/850913821827792940/993774029230047303,legacy,staging/v1-quarantine/global.md
set-topics/how-ninjalive-works.md,HOW NINJALIVE WORKS,2021-07-14,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/864753567617122324,legacy,staging/v1-quarantine/how-ninjalive-works.md
set-topics/hq-settings-for-cinematic-render.md,HQ SETTINGS FOR CINEMATIC RENDER,2021-11-18,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/911014671102930995,legacy,staging/v1-quarantine/hq-settings-for-cinematic-render.md
set-topics/hq-volumesmoke-for-cinematics.md,HQ VOLUMESMOKE FOR CINEMATICS,2021-08-06,850913821827792940,general,https://discord.com/channels/850913821240983553/850913821827792940/873319456921747476,legacy,staging/v1-quarantine/hq-volumesmoke-for-cinematics.md
set-topics/hvol-visibility.md,HVOL VISIBILITY,2024-04-18,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1230413103787933796,legacy,staging/v1-quarantine/hvol-visibility.md
set-topics/inverted-density-normal-foam.md,INVERTED DENSITY - NORMAL FOAM,2024-05-22,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1242800983386357840,legacy,staging/v1-quarantine/inverted-density-normal-foam.md
set-topics/komplex-vfx-plan-submerging-shipdeck.md,KOMPLEX VFX PLAN - SUBMERGING SHIPDECK,2021-06-21,850913821827792940,general,https://discord.com/channels/850913821240983553/850913821827792940/856511482372030484,legacy,staging/v1-quarantine/komplex-vfx-plan-submerging-shipdeck.md
set-topics/large-scale-clouds-references.md,LARGE SCALE CLOUDS - REFERENCES,2022-09-13,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1019137410644328498,legacy,staging/v1-quarantine/large-scale-clouds-references.md
set-topics/large-scale-clouds.md,LARGE SCALE CLOUDS,2022-09-13,850913821827792940,general,https://discord.com/channels/850913821240983553/850913821827792940/1019136912579108864,legacy,staging/v1-quarantine/large-scale-clouds.md
set-topics/large-ship-trails.md,LARGE SHIP TRAILS,2024-07-10,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1260512605018132550,legacy,staging/v1-quarantine/large-ship-trails.md
set-topics/large-water-bodies-simulation.md,LARGE WATER BODIES SIMULATION,2021-08-17,850913821827792940,general,https://discord.com/channels/850913821240983553/850913821827792940/877204605518364714,legacy,staging/v1-quarantine/large-water-bodies-simulation.md
set-topics/lighting-vs-materials.md,LIGHTING vs MATERIALS,2022-08-11,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/1007351081568841778,legacy,staging/v1-quarantine/lighting-vs-materials.md
set-topics/lighting-vs-volume-clouds.md,LIGHTING vs VOLUME CLOUDS,2021-07-27,851482546100633601,tips-tricks,https://discord.com/channels/850913821240983553/851482546100633601/869590396945190953,legacy,staging/v1-quarantine/lighting-vs-volume-clouds.md
set-topics/live-2-beta-1-release-and-features.md,LIVE-2 Beta 1 Release and Features,2025-07-01,1319654748873560145,live2-info,https://discord.com/channels/850913821240983553/1319654748873560145/1389543526932676722,v2,ACTIVE
set-topics/live-2-beta-2-release-and-features.md,LIVE-2 Beta 2 Release and Features,2026-03-12,1460577812795883572,live2-announcements,https://discord.com/channels/850913821240983553/1460577812795883572/1481621245782003775,v2,ACTIVE
set-topics/live-2-beta-3-release-and-features.md,LIVE-2 Beta 3 Release and Features,2026-05-15,1460577812795883572,live2-announcements,https://discord.com/channels/850913821240983553/1460577812795883572/1504742907410649130,v2,ACTIVE
set-topics/live-2-beta-4-release-and-features.md,LIVE-2 Beta 4 Release and Features,2026-06-04,1460577812795883572,live2-announcements,https://discord.com/channels/850913821240983553/1460577812795883572/1512187585764790272,v2,ACTIVE
set-topics/live-2-documentation.md,LIVE-2 DOCUMENTATION,2026-06-22,1319654748873560145,live2-info,https://discord.com/channels/850913821240983553/1319654748873560145/1518497179822719056,v2,ACTIVE
set-topics/live-2-generic-info.md,LIVE-2 GENERIC INFO,2026-01-30,1466643263774527741,live-2-beta-info,https://discord.com/channels/850913821240983553/1466643263774527741/1466746925477793803,v2,ACTIVE
set-topics/live-2-license.md,LIVE-2 LICENSE,2026-01-30,1466643263774527741,live-2-beta-info,https://discord.com/channels/850913821240983553/1466643263774527741/1466736479618338837,v2,ACTIVE
set-topics/live-2-vs-mesh-terrain.md,LIVE-2 vs MESH TERRAIN,2026-06-21,1319654748873560145,live2-info,https://discord.com/channels/850913821240983553/1319654748873560145/1518366695478001725,v2,ACTIVE
